Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL15190,"Agilent-021322 Horse Gene Expression Microarray [Probe Name version]","in situ oligonucleotide","Equus caballus",43603,8,2,"Agilent Technologies","Feb 03, 2012"
GPL14132,"febit Homo sapiens miRBase 15.0","in situ oligonucleotide","Homo sapiens",1100,162,2,"Michael Georg Schrauder","Feb 02, 2012"
GPL15179,"Agilent-029629 b.subt-final-sense-3probes-july29 [Gene-level version]","in situ oligonucleotide","Bacillus subtilis",4889,266,3,"Patrick Eichenberger","Feb 02, 2012"
GPL13224,"Derived from GPL7088 - CCDTM Hs_CCDTM36k","spotted oligonucleotide","Homo sapiens",35851,140,2,"Francesco Maria Marincola","Feb 01, 2012"
GPL13463,"EBT UA_KUL Daphnia magna unique_1.9K microarray","spotted DNA/cDNA","Daphnia magna",1916,63,8,"Nathalie Dom","Feb 01, 2012"
GPL13708,"Agilent-015037 Bulyk Human Muscle CRMs 244K v1.0","in situ oligonucleotide","Homo sapiens",237220,17,1,"Martha L Bulyk","Feb 01, 2012"
GPL14185,"Human Whole Genome OneArrayTM v4 DNA Microarray","spotted oligonucleotide","Homo sapiens",30968,18,3,"suping zhang","Feb 01, 2012"
GPL14663,"Affymetrix GeneChip Human Genome HG-U133A Custom CDF [Affy_HGU133A_CDF_ENTREZG_10]","in situ oligonucleotide","Homo sapiens",12029,330,10,"Celine C Berthier","Feb 01, 2012"
GPL14773,"WashingtonUniversity_Efimov_Human_Heart_96well_v1","RT-PCR","Homo sapiens",96,68,1,"Christina Marie Ambrosi","Feb 01, 2012"
GPL14936,"NimbleGen_mouse(MM9)_Hox plus array [Design_ID:11926]","in situ oligonucleotide","Mus musculus",179493,39,3,"Graeme Richard Grimes","Feb 01, 2012"
GPL14950,"NimbleGen_101221_P. involutus ATCC200175_TJ_EXP_HX12 [DesignID : 546871]","in situ oligonucleotide","Paxillus involutus ATCC 200175",12236,63,6,"Tomas Johansson","Feb 01, 2012"
GPL15156,"FGAS/USDA/ACPFG-Wheat-17K-v1.0","spotted oligonucleotide","Triticum aestivum",36288,365,2,"Jesse D. Munkvold","Feb 01, 2012"
GPL11575,"Agilent 024417 Saccharomyces bayanus and Saccharomyces cerevisiae (SMD Print_1667)","spotted DNA/cDNA","Saccharomyces bayanus;Saccharomyces cerevisiae",62976,98,1,"Barbara Dunn","Jan 31, 2012"
GPL13246,"Food Safety Potato cDNA Microarray 4K 2.0","spotted DNA/cDNA","Solanum tuberosum",4096,16,1,"Jeroen van Dijk","Jan 31, 2012"
GPL13365,"UCL Streptococcus thermophilus 15K 60-mer array, Version 1, our ID Agilent-023342 LMD-9v2","in situ oligonucleotide","Streptococcus thermophilus LMD-9",15744,15,5,"Pascal Hols","Jan 31, 2012"
GPL14896,"SBRI_MTuberculosis_12x130K_ver2.0 (gene level)","spotted oligonucleotide","Mycobacterium tuberculosis",4891,6,1,"Kyle Minch","Jan 31, 2012"
GPL14933,"Rodent TaqMan® Low Density miRNA Arrays A v2.0 (TLDA, Applied Biosystem).","RT-PCR","Mus musculus",384,4,1,"Chon-Hwa Tsai-Morris","Jan 31, 2012"
GPL15153,"Affymetrix Ambystoma mexicanum AMBY_002 20k array [CDF: AMBY_002a520748F]","in situ oligonucleotide","Ambystoma mexicanum",20080,274,3,"James R Monaghan","Jan 31, 2012"
GPL15166,"Microarrays Inc. Rat RN1100 MI Ready Array","spotted oligonucleotide","Rattus norvegicus",38960,4,1,"Frederick Libert","Jan 31, 2012"
GPL15173,"Agilent-025302 Lessnick EWS 2.0","in situ oligonucleotide","Homo sapiens",8134,16,1,"Brett Milash","Jan 31, 2012"
GPL11673,"LC Mouse_Human_12.0_090114 miRNA Array (MRA-2001)","spotted oligonucleotide","Homo sapiens;Mus musculus",1201,4,1,"Xiao Yang","Jan 30, 2012"
GPL15148,"JCVI PFGRC Mycobacterium tuberculosis 22K v4 array designed primarily based on strain H37Rv [Probe-level version]","spotted oligonucleotide","Mycobacterium tuberculosis",16076,2,1,"JongHee Lee","Jan 30, 2012"
GPL15174,"Illumina HiSeq 2000 (Vicia sativa)","high-throughput sequencing","Vicia sativa",0,8,1,"GEO","Jan 30, 2012"
GPL15169,"Agilent-029152 Unrestricted Mouse miRNA v15.0 Microarray 028772 (miRNA_ID version)","in situ oligonucleotide","Mus musculus",718,6,2,"Agilent Technologies","Jan 28, 2012"
GPL15167,"Illumina Genome Analyzer IIx (Schizosaccharomyces pombe)","high-throughput sequencing","Schizosaccharomyces pombe",0,61,15,"GEO","Jan 27, 2012"
GPL11199,"Applied Biosystems Mouse Taqman miRNA Expression Assays A and B","RT-PCR","Mus musculus",768,29,5,"Jie Dong","Jan 26, 2012"
GPL14638,"Utz Lab Whole Protein Autoantigen Array V2.0","spotted peptide or protein","Bos taurus;Escherichia coli;Gallus gallus;Homo sapiens;Mus musculus;Oryctolagus cuniculus",144,40,2,"Chih Long Liu","Jan 26, 2012"
GPL14644,"Human Epigenome Microarray Platform V1.0","spotted peptide or protein","Homo sapiens",160,78,2,"Chih Long Liu","Jan 26, 2012"
GPL15160,"NimbleGen Human DNA Methylation 3x720K CpG Island Plus RefSeq Promoter Arrays (090618_HG18_CpG_Refseq_Prom_MeDIP)","in situ oligonucleotide","Homo sapiens",711712,47,4,"Marc Jung","Jan 26, 2012"
GPL15165,"JCVI PFGRC Streptococcus mutans microarray version 2.0","spotted oligonucleotide","Streptococcus mutans UA159",1948,8,1,"Zezhang Tom Wen","Jan 26, 2012"
GPL14888,"Homo sapiens 5.1K CGH-Integragen 3","spotted DNA/cDNA","Homo sapiens",22404,3,1,"nathalie lefort","Jan 25, 2012"
GPL15161,"Illumina Genome Analyzer IIx (Fibroporia radiculosa TFFH 294)","high-throughput sequencing","Fibroporia radiculosa TFFH 294",0,7,1,"GEO","Jan 25, 2012"
GPL15162,"SMD Print_1327 Saccharomyces cerevisiae ACATL2","spotted DNA/cDNA","Saccharomyces cerevisiae",19968,79,1,"Stanford Microarray Database (SMD)","Jan 25, 2012"
GPL15163,"SMD Print_1428 Saccharomyces cerevisiae JJL1","spotted DNA/cDNA","Saccharomyces cerevisiae",19968,30,1,"Stanford Microarray Database (SMD)","Jan 25, 2012"
GPL15164,"SMD Print_1633 Saccharomyces cerevisiae SFGF:cpcc","spotted DNA/cDNA","Saccharomyces cerevisiae",25344,2,1,"Stanford Microarray Database (SMD)","Jan 25, 2012"
GPL11362,"CapitalBio mammal microRNA V4.0","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",4800,6,1,"Wei-Zhong Wu","Jan 24, 2012"
GPL13926,"University of Padova Sparus aurata 40k array version 1 [Probe name version]","in situ oligonucleotide","Sparus aurata",39459,40,1,"Florbela A. Vieira","Jan 24, 2012"
GPL14687,"Agilent-018359 TIFN_Listeria monocytogenes EGD-e_15K_v2.0","in situ oligonucleotide","Listeria monocytogenes EGD-e",15744,16,1,"Maarten Mols","Jan 24, 2012"
GPL15154,"Agilent-024699 Custom Paenibacillus vortex 8x15k array (Probe Name version)","in situ oligonucleotide","Paenibacillus vortex",15236,4,1,"Dalit Roth","Jan 24, 2012"
GPL15159,"Agilent-031181 Unrestricted_Human_miRNA_V16.0_Microarray 030840 (Probe Name version)","in situ oligonucleotide","Homo sapiens",3545,324,9,"Agilent Technologies","Jan 24, 2012"
GPL13937,"Agilent 014867 GRL_Staphylococcus_aureus_V5-11K","in situ oligonucleotide","Staphylococcus aureus",10807,4,1,"FRANCOIS Patrice","Jan 23, 2012"
GPL15152,"Agilent-023844_Dreissena_IDAEA_15k","in situ oligonucleotide","Dreissena polymorpha",15744,33,3,"Anna Navarro Cuenca","Jan 22, 2012"
GPL14887,"NimbleGen S.cerevisiae CGH HX12 Array [090615_Scer_OA_CGH]","in situ oligonucleotide","Saccharomyces cerevisiae",132776,90,5,"Simon Robert Vincent Knott","Jan 20, 2012"
GPL15091,"EPFL 4x44k OGT MTB microarray (both strands condense version)","spotted oligonucleotide","Mycobacterium tuberculosis",20702,4,2,"Ruben C Hartkoorn","Jan 20, 2012"
GPL15143,"NimbleGen Human Expression Array [2006-08-03_HG18_60mer_expr]","in situ oligonucleotide","Homo sapiens",47633,10,4,"Yo Niida","Jan 20, 2012"
GPL15144,"EPFL 4x44k OGT MTB microarray","spotted oligonucleotide","Mycobacterium tuberculosis",42434,14,2,"Ruben C Hartkoorn","Jan 20, 2012"
GPL15146,"Illumina HiSeq 2000 (Neurospora crassa OR74A)","high-throughput sequencing","Neurospora crassa OR74A",0,64,6,"GEO","Jan 20, 2012"
GPL15147,"Illumina Genome Analyzer IIx (Neurospora crassa OR74A)","high-throughput sequencing","Neurospora crassa OR74A",0,12,4,"GEO","Jan 20, 2012"
GPL15149,"Illumina Genome Analyzer IIx (Candida albicans)","high-throughput sequencing","Candida albicans",0,48,8,"GEO","Jan 20, 2012"
GPL14822,"NanoString nCounter Human miRNA assay","in situ oligonucleotide","Homo sapiens",326,21,2,"Kenneth W Witwer","Jan 19, 2012"
GPL14842,"Applied Biosystems Human Taqman MicroRNA Array v3.0 (256)","RT-PCR","Homo sapiens",256,18,2,"Kenneth W Witwer","Jan 19, 2012"
GPL15047,"NIMBLE_MMCCSAL05_14028_380k","in situ oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S",389480,8,1,"Michael McClelland","Jan 19, 2012"
GPL15145,"Illumina Genome Analyzer (Populus yunnanensis)","high-throughput sequencing","Populus yunnanensis",0,4,1,"GEO","Jan 19, 2012"
GPL15140,"febit Candida albicans","in situ oligonucleotide","Candida albicans",5966,10,1,"LUIGINA ROMANI","Jan 18, 2012"
GPL11084,"Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [CDF: Brainarray Version 12.1.0, hgu133plus2hsentrezg]","in situ oligonucleotide","Homo sapiens",17788,66,3,"Anders Erik Astrup Dahm","Jan 17, 2012"
GPL14926,"Affymetrix AGRONOMICS Tiling Array [CDF: agronomics1_TAIR9_gene]","in situ oligonucleotide","Arabidopsis thaliana",30237,84,6,"Megan Andriankaja","Jan 17, 2012"
GPL15136,"Illumina HiSeq 2000 (Cyprinus carpio)","high-throughput sequencing","Cyprinus carpio",0,1,1,"GEO","Jan 17, 2012"
GPL15137,"Illumina Genome Analyzer IIx (Saccharum officinarum)","high-throughput sequencing","Saccharum officinarum",0,3,2,"GEO","Jan 17, 2012"
GPL15138,"Illumina Genome Analyzer IIx (Mycobacterium tuberculosis)","high-throughput sequencing","Mycobacterium tuberculosis",0,22,5,"GEO","Jan 17, 2012"
GPL14973,"090410_A_nidulans_FGSC_A4_expr_X4","in situ oligonucleotide","Aspergillus nidulans FGSC A4",10715,12,1,"Dana Jasmine Wohlbach","Jan 16, 2012"
GPL11628,"Agilent custom Helicobacter pylori AMADID 029597","in situ oligonucleotide","Helicobacter pylori",15744,6,1,"Jason Steen","Jan 16, 2012"
GPL13531,"Phytoplasma asteris OY-M DNA array","spotted DNA/cDNA","Candidatus Phytoplasma asteris",531,14,3,"Kenro Oshima","Jan 16, 2012"
GPL15130,"Agilent-037237 P.falciparum_Pf3D7v7.1_Transcriptome_apimito","in situ oligonucleotide","Plasmodium falciparum",15744,0,0,"Björn FC Kafsack","Jan 16, 2012"
GPL15131,"Agilent_038059 Plasmodium berghei_Mar2011_transcriptome","in situ oligonucleotide","Plasmodium berghei",15744,0,0,"Björn FC Kafsack","Jan 16, 2012"
GPL14190,"Nimblegen Human CGH 3x720K Whole-Genome Exon-Focused Array [100718_HG18_CGH_CCDS]","in situ oligonucleotide","Homo sapiens",734970,6,1,"Jason Eli Farrar","Jan 15, 2012"
GPL14658,"Agilent Agrobacterium sp. 31749 5K custom array","in situ oligonucleotide","Agrobacterium sp. 31749",5579,4,1,"Anne M Ruffing","Jan 15, 2012"
GPL14878,"NimbleGen_Ralstonia solanacearum GMI1000_72k array","in situ oligonucleotide","Ralstonia solanacearum GMI1000",7342,16,2,"Lavanya Babujee","Jan 15, 2012"
GPL14879,"Nimblegen_Ralstonia solanacearum UW551_72k array","in situ oligonucleotide","Ralstonia solanacearum UW551",7026,16,2,"Lavanya Babujee","Jan 15, 2012"
GPL15109,"Agilent Custom 4 x 44K Array for Lachancea waltii","spotted oligonucleotide","Lachancea waltii",33062,14,2,"Sara Chloe Di Rienzi","Jan 15, 2012"
GPL15128,"Agilent_026818 custom 415K mouse CGH (Probe Name version)","in situ oligonucleotide","Mus musculus",413892,29,2,"Alexei Protopopov","Jan 15, 2012"
GPL15108,"Agilent custom 415K mouse CGH [design id 026818]","in situ oligonucleotide","Mus musculus",420288,4,1,"Alexei Protopopov","Jan 14, 2012"
GPL15120,"CombiMatrix Yeast Custom Array 4x2K","spotted DNA/cDNA","Saccharomyces cerevisiae",906,6,1,"ga hee shin","Jan 13, 2012"
GPL13532,"Agilent 020458 GRL_Staphylococcus_epidermidis","in situ oligonucleotide","Staphylococcus epidermidis",15447,24,2,"FRANCOIS Patrice","Jan 12, 2012"
GPL14593,"SMD Print_1324 hoj","spotted DNA/cDNA","Homo sapiens",44544,7,1,"David Fiorentino","Jan 12, 2012"
GPL15117,"Agilent-025735 custom 415K mouse CGH (Probe Name version)","in situ oligonucleotide","Mus musculus",413892,1,2,"Alexei Protopopov","Jan 12, 2012"
GPL11447,"[Tgondiia520372] Affymetrix Toxoplasma gondii Custom GeneChip (CDF: Tgondiia520372minusI_IIIsnp)","in situ oligonucleotide","Toxoplasma gondii",9045,118,3,"Michael Sean Behnke","Jan 11, 2012"
GPL13618,"IPA/Center of Molecular Medicine Human_Mouse_Rat Ambion mirVana miRNA v2.0 array","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",662,40,1,"Daniel Gilbert Weber","Jan 11, 2012"
GPL14925,"Agilent-031068 EmbryoGene Porcine Array Version 1 (EMPV1)","in situ oligonucleotide","Sus scrofa",45220,33,5,"chi zhou","Jan 11, 2012"
GPL15101,"Illumina_BCM_HumanSNP-384 v1 BeadChip","oligonucleotide beads","Homo sapiens",384,1219,1,"Ariel Brautbar","Jan 11, 2012"
GPL15105,"Agilent-033357 Custom Phaeodactylum tricornutum Array [Phaeo_CSIRO_1]","in situ oligonucleotide","Phaeodactylum tricornutum",4809,56,1,"Sharon E. Hook","Jan 11, 2012"
GPL15111,"SMD Print_1162 lc-51","spotted DNA/cDNA","Homo sapiens",38784,0,0,"Stanford Microarray Database (SMD)","Jan 11, 2012"
GPL15112,"SMD Print_1188 lc-54","spotted DNA/cDNA","Homo sapiens",38784,0,0,"Stanford Microarray Database (SMD)","Jan 11, 2012"
GPL15113,"SMD Print_1370 cpbl","spotted DNA/cDNA","Homo sapiens",49152,0,0,"Stanford Microarray Database (SMD)","Jan 11, 2012"
GPL15114,"NimbleGen Homo sapiens 2.1M hg18","in situ oligonucleotide","Homo sapiens",2125410,4,1,"GEO admin","Jan 11, 2012"
GPL15118,"Illumina HiSeq 2000 (Sterkiella histriomuscorum)","high-throughput sequencing","Sterkiella histriomuscorum",0,4,1,"GEO","Jan 11, 2012"
GPL15119,"SMD Print_1643 Run:moi","spotted DNA/cDNA","Mus musculus",38784,18,3,"Stanford Microarray Database (SMD)","Jan 11, 2012"
GPL13124,"National Institute of Fruit Tree Science/Fruit Genome Research Team -Pyrus pyrifolia-ver024595","spotted oligonucleotide","Pyrus pyrifolia",21741,20,3,"Chikako Nishitani","Jan 10, 2012"
GPL15094,"Agilent-028073 gencode_ncrna_8x60_1","in situ oligonucleotide","Homo sapiens",62976,31,1,"Rory Johnson","Jan 10, 2012"
GPL15106,"[hjay] Affymetrix GeneChip Human HJAY Array","in situ oligonucleotide","Homo sapiens",573410,104,13,"GEO admin","Jan 10, 2012"
GPL15100,"Antigen Discovery Vaccinia virus (strain WR) proteome microarray [batch VC11]","spotted peptide or protein","Vaccinia virus WR",200,196,1,"David Huw Davies","Jan 09, 2012"
GPL15103,"Illumina HiSeq 1000 (Mus musculus)","high-throughput sequencing","Mus musculus",0,444,57,"GEO","Jan 09, 2012"
GPL15097,"Illumina MouseRef-8 v2.0 expression beadchip (ILMN_GENE)","oligonucleotide beads","Mus musculus",18138,107,10,"Amy M. Becker","Jan 07, 2012"
GPL15098,"RPCI Human HB21K","spotted DNA/cDNA","Homo sapiens",17958,4,1,"Amanda Perez","Jan 07, 2012"
GPL13482,"SMD Print_1561 (hoag)","spotted DNA/cDNA","Homo sapiens",49152,30,7,"Michal Rajski","Jan 06, 2012"
GPL13738,"NimbleGen_Human_2006-07-17_HG18Tiling_Set24","in situ oligonucleotide","Homo sapiens",383527,6,1,"Ryan Dale","Jan 05, 2012"
GPL13819,"FishCyHV-3_15K_v1.0","in situ oligonucleotide","Cyprinid herpesvirus 3;Cyprinus carpio",11930,16,1,"Leonor Palmeira","Jan 05, 2012"
GPL13951,"Bifidobacterium bifidum PRL2010 array","spotted oligonucleotide","Bifidobacterium bifidum PRL2010",1902,16,2,"Marco Ventura","Jan 05, 2012"
GPL15070,"NimbleGen Mus musculus MM9 Expression Array (12x135k) - no human/M.avium cross-hybridization [100216_MM9_JT_EXP_HX12]","in situ oligonucleotide","Mus musculus",43242,69,1,"NimbleGen Systems, Inc.","Jan 04, 2012"
GPL15081,"Agilent-019785 Custom Zebra Finch Microarray","in situ oligonucleotide","Taeniopygia guttata",20104,54,1,"Austin T Hilliard","Jan 04, 2012"
GPL15087,"Illumina Genome Analyzer IIx (Glycine max)","high-throughput sequencing","Glycine max",0,13,5,"GEO","Jan 04, 2012"
GPL15088,"NimbleGen Human Expression Array [2006-10-26_Human_60mer_1in2]","in situ oligonucleotide","Homo sapiens",37364,194,2,"NimbleGen Systems, Inc.","Jan 04, 2012"
GPL9968,"Allergochip for asthma diagnosis","spotted peptide or protein","Dermatophagoides pteronyssinus",103,872,1,"tania dottorini","Jan 03, 2012"
GPL15080,"Illumina HiSeq 2000 (Fragaria x ananassa)","high-throughput sequencing","Fragaria x ananassa",0,1,1,"GEO","Jan 03, 2012"
GPL15083,"Illumina Genome Analyzer IIx (Chlamydomonas reinhardtii)","high-throughput sequencing","Chlamydomonas reinhardtii",0,46,5,"GEO","Jan 03, 2012"
GPL15084,"Agilent-028279 SurePrint G3 Rat GE 8x60K Microarray (Probe Name version)","in situ oligonucleotide","Rattus norvegicus",30507,304,20,"Agilent Technologies","Jan 03, 2012"
GPL9946,"Exiqon human miRCURY LNA™ microRNA Array V11.0","spotted oligonucleotide","Homo sapiens",253,6,1,"Hai-Qiang Wang","Jan 01, 2012"
GPL11359,"OvineSNP50 BeadChip","oligonucleotide beads","Ovis aries",54241,349,2,"Dorian Garrick","Jan 01, 2012"
GPL11444,"Derived from GPL9545 - The Genome Center at Washington University, Candida albicans 20K array","spotted oligonucleotide","Candida albicans",19078,26,3,"Huei-Fung Tsai","Jan 01, 2012"
GPL11486,"NIAID Cnda -- Agilent Cryptococcus neoformans var. grubii H99 44K Oligo Microarray","in situ oligonucleotide","Cryptococcus neoformans var. grubii H99;Homo sapiens;Mus musculus",44886,0,0,"Timothy G Myers","Jan 01, 2012"
GPL11636,"TaqMan® Rodent miRNA card A v2.0","RT-PCR","Mus musculus;Rattus norvegicus",384,29,2,"Thomas A Rando","Jan 01, 2012"
GPL11637,"TaqMan® Rodent miRNA Card B v2.0","RT-PCR","Mus musculus;Rattus norvegicus",384,18,2,"Thomas A Rando","Jan 01, 2012"
GPL13180,"NimbleGen mouse tiling array (100723_MM8_GS_Meth_03)","in situ oligonucleotide","Mus musculus",2175276,0,0,"Aurelien Serandour","Jan 01, 2012"
GPL13212,"NimbleGen Matzkin Drosophila mojavensis 70K array v2.0.","in situ oligonucleotide","Drosophila mojavensis",71998,58,2,"Luciano Matias Matzkin","Jan 01, 2012"
GPL13456,"Agilent-025731 Ustilago_v1","in situ oligonucleotide","Ustilago maydis",13626,14,1,"Lars Matthias Voll","Jan 01, 2012"
GPL14175,"NimbleGen Hox plus regions strand array [110215_PM_MM9_regions; design id: 548631]","in situ oligonucleotide","Mus musculus",178628,6,1,"Graeme Richard Grimes","Jan 01, 2012"
GPL14563,"Human CGH 3x720K Whole-Genome Tiling v3.0 Array","in situ oligonucleotide","Homo sapiens",719690,34,1,"Roland P. Kuiper","Jan 01, 2012"
GPL14631,"Agilent-015757 Listeria monocytogenes array","in situ oligonucleotide","Listeria monocytogenes",15744,36,1,"Panu Somervuo","Jan 01, 2012"
GPL14652,"Agilent-032482 Homo sapiens K_project (Feature number version)","in situ oligonucleotide","Homo sapiens",45220,3,1,"Bernard Grisart","Jan 01, 2012"
GPL14864,"SABiosciences Human Dermal Fibroblastsl PCR assay panel [PAHS-013]","RT-PCR","Homo sapiens",84,3,1,"Taiji Naashima","Jan 01, 2012"
GPL14956,"SABiosciences Human Cell Development & Differentiation miRNA PCR ArrayHuman panel [MIHS-103Z]","RT-PCR","Homo sapiens",88,2,1,"Taiji Naashima","Jan 01, 2012"
GPL10185,"FCCC Mouse 32k-OA Oligo Array Operon v.3.0.1","spotted oligonucleotide","Mus musculus",16416,36,1,"Renato David Puga","Dec 31, 2011"
GPL10655,"[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [v1.na30.1.mm9.probeset]","in situ oligonucleotide","Mus musculus",241293,16,1,"Kate S Collison","Dec 31, 2011"
GPL10657,"Agilent custom Lactobacillus brevis Microarray (complete version)","in situ oligonucleotide","Lactobacillus brevis",15744,0,0,"James Winkler","Dec 31, 2011"
GPL10965,"Vibrio parahaemolyticus RIMD 2210633 4x72K gene expression arrays","in situ oligonucleotide","Vibrio parahaemolyticus RIMD 2210633",4824,8,1,"Yuanxing Zhang","Dec 31, 2011"
GPL13233,"Agilent-019078 Custom Burkholderia pseudomallei 8X15K microarray","in situ oligonucleotide","Burkholderia pseudomallei K96243",5721,15,1,"Sheila Nathan","Dec 31, 2011"
GPL13323,"Viro5","spotted oligonucleotide","Viruses",17496,153,1,"Joseph L DeRisi","Dec 31, 2011"
GPL13394,"Agilent-018561 C. elegans 15k gene expression microarray","in situ oligonucleotide","Caenorhabditis elegans",15208,90,1,"Itai Yanai","Dec 31, 2011"
